profile_key,display_name,guidance_role,auto_suggest_mode,guidance_portion_g,contexts,reviewed_contexts_json,context_reason,changed_from_v4896602,ready_to_eat,reviewed_preparation_state,preparation_reason,priority_nutrients,flags
ciqual:6103,"Boeuf, entrecôte crue",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""phosphorus_mg"",""vitamin_b2_mg"",""vitamin_b3_mg"",""vitamin_b6_mg"",""iron_mg""]",[]
ciqual:6100,"Boeuf, entrecôte, partie maigre grillée/poêlée",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""iron_mg"",""phosphorus_mg"",""selenium_ug"",""vitamin_b3_mg"",""vitamin_b6_mg""]",[]
ciqual:6002,"Boeuf, épaule crue",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""protein"",""vitamin_b12_ug"",""zinc_mg"",""energy"",""fat"",""iron_mg"",""phosphorus_mg"",""potassium_mg"",""vitamin_b3_mg"",""vitamin_b6_mg""]",[]
ciqual:6111,"Boeuf, faux-filet cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""protein"",""vitamin_b12_ug"",""energy"",""fat"",""phosphorus_mg"",""selenium_ug"",""vitamin_b3_mg"",""vitamin_b6_mg"",""zinc_mg"",""iron_mg""]",[]
ciqual:6110,"Boeuf, faux-filet grillé/poêlé",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""protein"",""vitamin_b12_ug"",""fat"",""phosphorus_mg"",""potassium_mg"",""selenium_ug"",""vitamin_b3_mg"",""vitamin_b6_mg"",""zinc_mg""]",[]
ciqual:6105,"Boeuf, faux-filet rôti/cuit au four",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""iron_mg"",""selenium_ug"",""vitamin_b3_mg"",""vitamin_b6_mg""]",[]
ciqual:6116,"Boeuf, filet cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""protein"",""vitamin_b12_ug"",""energy"",""fat"",""iron_mg"",""zinc_mg"",""selenium_ug""]",[]
ciqual:6102,"Boeuf, gîte à la noix cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""vitamin_b6_mg"",""phosphorus_mg"",""vitamin_b3_mg"",""zinc_mg"",""iron_mg"",""potassium_mg""]",[]
ciqual:6104,"Boeuf, gîte à la noix cuit",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""protein"",""energy"",""fat""]",[]
ciqual:6130,"Boeuf, hampe crue",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""energy"",""iron_mg"",""phosphorus_mg"",""selenium_ug"",""vitamin_b2_mg"",""vitamin_b3_mg""]",[]
ciqual:6131,"Boeuf, hampe grillée/poêlée",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""iron_mg"",""selenium_ug"",""vitamin_b3_mg"",""vitamin_b6_mg""]",[]
ciqual:6151,"Boeuf, jarret bouilli/cuit à l'eau",food,familiar_only,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""protein"",""vitamin_b12_ug"",""zinc_mg"",""energy"",""iron_mg"",""vitamin_b3_mg"",""fat"",""vitamin_b6_mg""]","[""curated_familiar_only""]"
ciqual:6150,"Boeuf, jarret cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""fat""]",[]
ciqual:6140,"Boeuf, joue crue",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""protein"",""vitamin_b12_ug"",""energy"",""fat"",""iron_mg"",""selenium_ug"",""vitamin_b3_mg"",""zinc_mg"",""vitamin_b6_mg""]",[]
ciqual:6141,"Boeuf, joue, braisée ou bouillie/cuite à l'eau",food,familiar_only,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""selenium_ug"",""vitamin_b12_ug"",""zinc_mg"",""vitamin_b3_mg"",""iron_mg""]","[""curated_familiar_only""]"
ciqual:6204,"Boeuf, onglet cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""protein"",""vitamin_b12_ug"",""zinc_mg"",""energy"",""fat"",""iron_mg"",""selenium_ug""]",[]
ciqual:6205,"Boeuf, onglet grillé/poêlé",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""iron_mg"",""vitamin_b3_mg"",""vitamin_b6_mg""]",[]
ciqual:6270,"Boeuf, paleron cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""protein"",""vitamin_b12_ug"",""zinc_mg"",""energy"",""fat"",""iron_mg"",""phosphorus_mg"",""potassium_mg"",""selenium_ug"",""vitamin_b3_mg""]",[]
ciqual:6271,"Boeuf, paleron, braisé ou bouilli/cuit à l'eau",food,familiar_only,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""phosphorus_mg"",""selenium_ug"",""vitamin_b2_mg"",""vitamin_b3_mg"",""iron_mg""]","[""curated_familiar_only""]"
ciqual:6123,"Boeuf, plat de côtes braisé ou bouilli/cuit à l'eau",food,familiar_only,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""phosphorus_mg"",""selenium_ug"",""vitamin_b3_mg"",""iron_mg"",""potassium_mg""]","[""curated_familiar_only""]"
ciqual:6122,"Boeuf, plat de côtes cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""phosphorus_mg"",""vitamin_b3_mg"",""vitamin_b6_mg"",""zinc_mg"",""iron_mg"",""potassium_mg""]",[]
ciqual:6310,"Boeuf, queue bouillie/cuite à l'eau",food,familiar_only,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""iron_mg"",""vitamin_b3_mg"",""vitamin_b6_mg""]","[""curated_familiar_only""]"
ciqual:6311,"Boeuf, queue crue",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""iron_mg"",""selenium_ug""]",[]
ciqual:6106,"Boeuf, rond de gîte cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""protein"",""energy"",""vitamin_b12_ug"",""zinc_mg"",""fat"",""iron_mg"",""selenium_ug""]",[]
ciqual:6210,"Boeuf, rosbif rôti/cuit au four",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""protein"",""vitamin_b12_ug"",""vitamin_b6_mg"",""zinc_mg"",""energy"",""iron_mg"",""phosphorus_mg"",""potassium_mg"",""selenium_ug"",""vitamin_b3_mg""]",[]
ciqual:6206,"Boeuf, rumsteck cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""protein"",""vitamin_b12_ug"",""vitamin_b6_mg"",""energy"",""phosphorus_mg"",""selenium_ug"",""vitamin_b2_mg"",""vitamin_b3_mg"",""zinc_mg"",""fat""]",[]
ciqual:6207,"Boeuf, rumsteck grillé/poêlé",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""protein"",""vitamin_b12_ug"",""zinc_mg"",""energy"",""iron_mg"",""phosphorus_mg"",""potassium_mg"",""selenium_ug"",""vitamin_b6_mg"",""fat""]",[]
ciqual:6252,"Boeuf, steak haché 10% MG cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""phosphorus_mg"",""selenium_ug"",""vitamin_b3_mg"",""vitamin_b6_mg"",""iron_mg""]",[]
ciqual:6253,"Boeuf, steak haché 10% MG cuit",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""iron_mg"",""phosphorus_mg"",""vitamin_b3_mg"",""vitamin_b6_mg"",""potassium_mg""]",[]
ciqual:6254,"Boeuf, steak haché 15% MG cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""iron_mg"",""phosphorus_mg"",""vitamin_b3_mg"",""potassium_mg"",""selenium_ug""]",[]
ciqual:6255,"Boeuf, steak haché 15% MG cuit",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""iron_mg"",""phosphorus_mg"",""vitamin_b3_mg"",""vitamin_b6_mg"",""potassium_mg""]",[]
ciqual:6256,"Boeuf, steak haché 20% MG cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""phosphorus_mg"",""selenium_ug"",""vitamin_b3_mg"",""vitamin_b6_mg"",""iron_mg""]",[]
ciqual:6257,"Boeuf, steak haché 20% MG cuit",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""iron_mg"",""selenium_ug"",""vitamin_b3_mg"",""vitamin_b6_mg"",""phosphorus_mg""]",[]
ciqual:6250,"Boeuf, steak haché 5% MG cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""protein"",""vitamin_b12_ug"",""zinc_mg"",""energy"",""fat"",""iron_mg"",""phosphorus_mg"",""potassium_mg"",""vitamin_b3_mg"",""vitamin_b6_mg""]",[]
ciqual:6251,"Boeuf, steak haché 5% MG cuit",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""protein"",""vitamin_b12_ug"",""zinc_mg"",""energy"",""fat"",""iron_mg"",""phosphorus_mg"",""potassium_mg"",""vitamin_b3_mg"",""vitamin_b6_mg""]",[]
ciqual:6259,"Boeuf, steak haché, cuit (aliment moyen)",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""iron_mg"",""phosphorus_mg"",""vitamin_b3_mg"",""vitamin_b6_mg"",""potassium_mg""]",[]
ciqual:6201,"Boeuf, steak ou bifteck cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""phosphorus_mg"",""vitamin_b3_mg"",""vitamin_b6_mg"",""zinc_mg"",""iron_mg"",""potassium_mg""]",[]
ciqual:6200,"Boeuf, steak ou bifteck grillé/poêlé",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""protein"",""vitamin_b12_ug"",""zinc_mg"",""energy"",""potassium_mg"",""vitamin_b3_mg"",""vitamin_b6_mg"",""fat"",""iron_mg""]",[]
ciqual:6160,"Boeuf, tende de tranche crue",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""protein"",""vitamin_b12_ug"",""energy"",""iron_mg"",""phosphorus_mg"",""selenium_ug"",""vitamin_b3_mg"",""vitamin_b6_mg"",""zinc_mg"",""fat""]",[]
ciqual:6161,"Boeuf, tende de tranche grillée/poêlée",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""protein"",""vitamin_b12_ug"",""zinc_mg"",""energy"",""iron_mg"",""selenium_ug"",""vitamin_b3_mg"",""vitamin_b6_mg"",""fat""]",[]
ciqual:6162,"Boeuf, tende de tranche rôtie/cuite au four",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""protein"",""vitamin_b12_ug"",""zinc_mg"",""energy"",""iron_mg"",""selenium_ug"",""vitamin_b3_mg"",""vitamin_b6_mg"",""fat""]",[]
ciqual:26100,"Bogue, crue",food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",default_savory_or_ingredient,False,True,ready,ready_food,"[""vitamin_b12_ug"",""iodine_ug"",""phosphorus_mg"",""protein"",""vitamin_b3_mg"",""vitamin_b6_mg"",""energy"",""fat"",""iron_mg"",""potassium_mg""]","[""curated_familiar_only""]"
ciqual:13160,Boisson à base de plantes pour bébé,special,never,250.0,"[""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",profile_beverage,True,True,ready,ready_food,"[""carbs""]","[""infant_food""]"
ciqual:18306,"Boisson à l'aloe vera, sucrée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",profile_beverage,True,True,ready,ready_food,"[""carbs"",""energy""]","[""beverage""]"
ciqual:18107,"Boisson à l'amande, nature, sans sucres ajoutés, non
enrichie, préemballée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",milk_or_plant_drink,True,True,ready,ready_food,"[""fat"",""energy""]","[""beverage""]"
ciqual:18111,"Boisson à l'amande, préemballée (aliment moyen)",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",milk_or_plant_drink,True,True,ready,ready_food,"[""fat"",""energy""]","[""beverage""]"
ciqual:18110,"Boisson à l'amande, sucrée, enrichie en calcium,
préemballée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",milk_or_plant_drink,True,True,ready,ready_food,"[""energy"",""fat"",""calcium_mg""]","[""beverage""]"
ciqual:18899,"Boisson à l'avoine, nature, sans sucres ajoutés, non
enrichie, préemballée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",milk_or_plant_drink,True,True,ready,ready_food,"[""energy"",""carbs"",""fat""]","[""beverage""]"
ciqual:18326,"Boisson à l'eau minérale ou de source, aromatisée,
sans précision sur la teneur en sucres et édulcorants
(aliment moyen)",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",profile_beverage,True,True,ready,ready_food,[],"[""beverage""]"
ciqual:18030,"Boisson à l'eau minérale ou de source, aromatisée,
sans sucres ajoutés, avec édulcorants",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",profile_beverage,True,True,ready,ready_food,[],"[""beverage""]"
ciqual:18028,"Boisson à l'eau minérale ou de source, aromatisée,
sans sucres ajoutés, sans édulcorants",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",profile_beverage,True,True,ready,ready_food,[],"[""beverage""]"
ciqual:18012,"Boisson à l'eau minérale ou de source, aromatisée,
sucrée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",profile_beverage,True,True,ready,ready_food,"[""vitamin_e_mg"",""carbs""]","[""beverage""]"
ciqual:18906,"Boisson à la châtaigne, nature, préemballée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",profile_beverage,True,True,ready,ready_food,"[""selenium_ug"",""calcium_mg"",""carbs"",""energy"",""fat"",""fiber""]","[""beverage""]"
ciqual:18907,"Boisson à la noix de coco, nature, préemballée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",milk_or_plant_drink,True,True,ready,ready_food,"[""fat"",""energy""]","[""beverage""]"
ciqual:18347,Boisson à la sève de bouleau,beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",profile_beverage,True,True,ready,ready_food,[],"[""beverage""]"
ciqual:18904,"Boisson au riz, nature, préemballée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",milk_or_plant_drink,True,True,ready,ready_food,"[""carbs"",""energy"",""fat""]","[""beverage""]"
ciqual:29209,"Boisson au soja et jus de fruits concentrés,
préemballée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""snack""]",juice_smoothie,True,True,ready,ready_food,"[""carbs"",""energy"",""fat"",""protein""]","[""beverage""]"
ciqual:18903,"Boisson au soja, aromatisée, sucrée, enrichie en
calcium, préemballée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",milk_or_plant_drink,True,True,ready,ready_food,"[""energy"",""fiber"",""calcium_mg"",""fat"",""magnesium_mg"",""phosphorus_mg"",""potassium_mg"",""protein"",""vitamin_b6_mg""]","[""beverage""]"
ciqual:18902,"Boisson au soja, aromatisée, sucrée, non enrichie,
préemballée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",milk_or_plant_drink,True,True,ready,ready_food,"[""energy"",""potassium_mg"",""carbs"",""fat"",""fiber"",""magnesium_mg"",""phosphorus_mg"",""protein"",""vitamin_b1_mg"",""vitamin_b6_mg""]","[""beverage""]"
ciqual:18901,"Boisson au soja, nature, enrichie en calcium,
préemballée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",milk_or_plant_drink,True,True,ready,ready_food,"[""vitamin_d_ug"",""calcium_mg"",""energy"",""fat"",""fiber"",""phosphorus_mg"",""vitamin_b9_ug"",""potassium_mg"",""protein""]","[""beverage""]"
ciqual:18900,"Boisson au soja, nature, non enrichie, préemballée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",milk_or_plant_drink,True,True,ready,ready_food,"[""energy"",""fat"",""potassium_mg"",""fiber"",""magnesium_mg"",""phosphorus_mg"",""protein""]","[""beverage""]"
ciqual:18113,"Boisson au soja, préemballée (aliment moyen)",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",milk_or_plant_drink,True,True,ready,ready_food,"[""energy"",""fat"",""selenium_ug"",""vitamin_d_ug"",""fiber"",""magnesium_mg"",""phosphorus_mg"",""potassium_mg"",""protein""]","[""beverage""]"
ciqual:18064,"Boisson au thé, aromatisée, à teneur réduite en
sucres",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""snack""]",hot_drink,True,True,ready,ready_food,[],"[""beverage""]"
ciqual:18062,"Boisson au thé, aromatisée, sans précision sur la
teneur en sucres et édulcorants (aliment moyen)",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""snack""]",hot_drink,True,True,ready,ready_food,"[""vitamin_c_mg"",""carbs""]","[""beverage""]"
ciqual:18065,"Boisson au thé, aromatisée, sans sucres ajoutés, avec
édulcorants",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""snack""]",hot_drink,True,True,ready,ready_food,[],"[""beverage""]"
ciqual:18075,"Boisson au thé, aromatisée, sucrée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""snack""]",hot_drink,True,True,ready,ready_food,"[""vitamin_c_mg"",""carbs""]","[""beverage""]"
ciqual:18015,"Boisson au thé, aromatisée, sucrée, avec édulcorants",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""snack""]",hot_drink,True,True,ready,ready_food,"[""carbs""]","[""beverage""]"
ciqual:18343,Boisson au(x) fruit(s) et au lait,beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",milk_or_plant_drink,True,True,ready,ready_food,"[""carbs"",""energy"",""vitamin_c_mg"",""vitamin_d_ug"",""calcium_mg"",""vitamin_b9_ug""]","[""beverage""]"
ciqual:18300,"Boisson aux fruits avec de la purée de fruits type
smoothie (teneur en fruits >= 50%), sans sucres
ajoutés, rayon frais",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""snack""]",juice_smoothie,True,True,ready,ready_food,"[""carbs"",""energy"",""fiber"",""fat""]","[""beverage""]"
ciqual:18296,"Boisson aux fruits avec de la purée de fruits type
smoothie (teneur en fruits >=50%), enrichie en
vitamine(s)",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""snack""]",juice_smoothie,True,True,ready,ready_food,"[""vitamin_b3_mg"",""vitamin_c_mg"",""carbs"",""energy"",""vitamin_b1_mg"",""vitamin_b2_mg"",""vitamin_b6_mg"",""vitamin_e_mg""]","[""beverage""]"
ciqual:13159,Boisson aux fruits pour bébé dès 4/6mois,special,never,250.0,"[""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",profile_beverage,True,True,ready,ready_food,"[""vitamin_c_mg"",""carbs"",""energy"",""vitamin_b9_ug""]","[""infant_food""]"
ciqual:18059,"Boisson concentrée à diluer, sans sucres ajoutés,
avec édulcorants, type ""sirop 0%""",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""breakfast"",""lunch"",""snack"",""dinner""]",profile_beverage,True,True,ready,ready_food,"[""fiber""]","[""beverage""]"
ciqual:18324,"Boisson énergisante, sans précision sur la teneur en
sucres et édulcorants (aliment moyen)",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""lunch"",""snack"",""dinner""]",soft_drink,True,True,ready,ready_food,"[""vitamin_b12_ug"",""vitamin_b1_mg"",""vitamin_b2_mg"",""vitamin_b3_mg"",""vitamin_b6_mg"",""vitamin_b9_ug"",""vitamin_c_mg"",""carbs"",""vitamin_e_mg"",""energy""]","[""beverage""]"
ciqual:18353,"Boisson énergisante, sans sucres ajoutés, avec
édulcorants, enrichie en vitamines",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""lunch"",""snack"",""dinner""]",soft_drink,True,True,ready,ready_food,"[""vitamin_b12_ug"",""vitamin_b1_mg"",""vitamin_b2_mg"",""vitamin_b3_mg"",""vitamin_b6_mg"",""vitamin_b9_ug"",""vitamin_c_mg"",""vitamin_e_mg""]","[""beverage""]"
ciqual:18352,"Boisson énergisante, sucrée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""lunch"",""snack"",""dinner""]",soft_drink,True,True,ready,ready_food,"[""vitamin_b12_ug"",""vitamin_b1_mg"",""vitamin_b2_mg"",""vitamin_b3_mg"",""vitamin_b6_mg"",""vitamin_c_mg"",""carbs"",""energy"",""vitamin_b9_ug"",""vitamin_e_mg""]","[""beverage""]"
ciqual:18354,"Boisson énergisante, sucrée, avec édulcorants",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""lunch"",""snack"",""dinner""]",soft_drink,True,True,ready,ready_food,"[""vitamin_b12_ug"",""vitamin_b2_mg"",""vitamin_b3_mg"",""vitamin_b6_mg"",""vitamin_c_mg"",""vitamin_b9_ug"",""carbs"",""energy""]","[""beverage""]"
ciqual:18341,"Boisson gazeuse à la pomme (teneur en fruits >=
50%), sans sucres ajoutés",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""lunch"",""snack"",""dinner""]",soft_drink,True,True,ready,ready_food,"[""carbs"",""energy""]","[""beverage""]"
ciqual:18329,"Boisson gazeuse aromatisée, sans fruit, sans
précision sur la teneur en sucres et édulcorants
(aliment moyen)",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""lunch"",""snack"",""dinner""]",soft_drink,True,True,ready,ready_food,"[""carbs"",""energy""]","[""beverage""]"
ciqual:18001,"Boisson gazeuse aromatisée, sans fruit, sans sucres
ajoutés, avec édulcorants",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""lunch"",""snack"",""dinner""]",soft_drink,True,True,ready,ready_food,[],"[""beverage""]"
ciqual:18026,"Boisson gazeuse aromatisée, sans fruit, sucrée",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""lunch"",""snack"",""dinner""]",soft_drink,True,True,ready,ready_food,"[""carbs"",""energy""]","[""beverage""]"
ciqual:18078,"Boisson gazeuse aromatisée, sans fruit, sucrée, avec
édulcorants",beverage,familiar_only,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""lunch"",""snack"",""dinner""]",soft_drink,True,True,ready,ready_food,"[""carbs""]","[""beverage""]"
