ciqual_code,nutrient_key,value_100g,unit,source,source_version
10026,magnesium_mg,44,mg,ANSES - Table Ciqual 2025,2025-11-03
10026,potassium_mg,382,mg,ANSES - Table Ciqual 2025,2025-11-03
10026,zinc_mg,4.6,mg,ANSES - Table Ciqual 2025,2025-11-03
10030,calcium_mg,53.5,mg,ANSES - Table Ciqual 2025,2025-11-03
10030,iron_mg,1.71,mg,ANSES - Table Ciqual 2025,2025-11-03
10030,iodine_ug,68,µg,ANSES - Table Ciqual 2025,2025-11-03
10030,magnesium_mg,25.5,mg,ANSES - Table Ciqual 2025,2025-11-03
10030,potassium_mg,300,mg,ANSES - Table Ciqual 2025,2025-11-03
10030,selenium_ug,70,µg,ANSES - Table Ciqual 2025,2025-11-03
10030,zinc_mg,1.18,mg,ANSES - Table Ciqual 2025,2025-11-03
10030,vitamin_d_ug,0.25,µg,ANSES - Table Ciqual 2025,2025-11-03
10030,vitamin_c_mg,1.7,mg,ANSES - Table Ciqual 2025,2025-11-03
10030,vitamin_b12_ug,2.2,µg,ANSES - Table Ciqual 2025,2025-11-03
10030,omega3_g,0.162,g,ANSES - Table Ciqual 2025,2025-11-03
10035,calcium_mg,81,mg,ANSES - Table Ciqual 2025,2025-11-03
10035,iron_mg,2.07,mg,ANSES - Table Ciqual 2025,2025-11-03
10035,iodine_ug,101,µg,ANSES - Table Ciqual 2025,2025-11-03
10035,magnesium_mg,78.1,mg,ANSES - Table Ciqual 2025,2025-11-03
10035,potassium_mg,215,mg,ANSES - Table Ciqual 2025,2025-11-03
10035,selenium_ug,14.9,µg,ANSES - Table Ciqual 2025,2025-11-03
10035,zinc_mg,21.8,mg,ANSES - Table Ciqual 2025,2025-11-03
10035,vitamin_c_mg,6.5,mg,ANSES - Table Ciqual 2025,2025-11-03
10035,vitamin_b12_ug,28.6,µg,ANSES - Table Ciqual 2025,2025-11-03
10035,omega3_g,0.233,g,ANSES - Table Ciqual 2025,2025-11-03
10036,calcium_mg,186,mg,ANSES - Table Ciqual 2025,2025-11-03
10036,iron_mg,6,mg,ANSES - Table Ciqual 2025,2025-11-03
10036,potassium_mg,260,mg,ANSES - Table Ciqual 2025,2025-11-03
10036,zinc_mg,45,mg,ANSES - Table Ciqual 2025,2025-11-03
10036,vitamin_d_ug,0.54,µg,ANSES - Table Ciqual 2025,2025-11-03
10036,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
10038,zinc_mg,0.9,mg,ANSES - Table Ciqual 2025,2025-11-03
10038,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
10039,calcium_mg,84,mg,ANSES - Table Ciqual 2025,2025-11-03
10039,iron_mg,1.67,mg,ANSES - Table Ciqual 2025,2025-11-03
10039,iodine_ug,60,µg,ANSES - Table Ciqual 2025,2025-11-03
10039,magnesium_mg,42.5,mg,ANSES - Table Ciqual 2025,2025-11-03
10039,potassium_mg,268,mg,ANSES - Table Ciqual 2025,2025-11-03
10039,selenium_ug,82,µg,ANSES - Table Ciqual 2025,2025-11-03
10039,zinc_mg,7.7,mg,ANSES - Table Ciqual 2025,2025-11-03
10039,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
10039,vitamin_c_mg,2.5,mg,ANSES - Table Ciqual 2025,2025-11-03
10039,vitamin_b12_ug,9.55,µg,ANSES - Table Ciqual 2025,2025-11-03
10039,omega3_g,0.5,g,ANSES - Table Ciqual 2025,2025-11-03
10041,calcium_mg,31,mg,ANSES - Table Ciqual 2025,2025-11-03
10041,iron_mg,5.9,mg,ANSES - Table Ciqual 2025,2025-11-03
10041,magnesium_mg,48,mg,ANSES - Table Ciqual 2025,2025-11-03
10041,potassium_mg,215,mg,ANSES - Table Ciqual 2025,2025-11-03
10041,zinc_mg,0.82,mg,ANSES - Table Ciqual 2025,2025-11-03
10041,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
10041,vitamin_c_mg,2,mg,ANSES - Table Ciqual 2025,2025-11-03
10041,vitamin_b12_ug,0.73,µg,ANSES - Table Ciqual 2025,2025-11-03
10041,omega3_g,0.049,g,ANSES - Table Ciqual 2025,2025-11-03
10045,calcium_mg,11.9,mg,ANSES - Table Ciqual 2025,2025-11-03
10045,iron_mg,0.58,mg,ANSES - Table Ciqual 2025,2025-11-03
10045,iodine_ug,28,µg,ANSES - Table Ciqual 2025,2025-11-03
10045,magnesium_mg,44,mg,ANSES - Table Ciqual 2025,2025-11-03
10045,potassium_mg,392,mg,ANSES - Table Ciqual 2025,2025-11-03
10045,selenium_ug,7.7,µg,ANSES - Table Ciqual 2025,2025-11-03
10045,zinc_mg,1.56,mg,ANSES - Table Ciqual 2025,2025-11-03
10045,vitamin_b12_ug,2,µg,ANSES - Table Ciqual 2025,2025-11-03
10045,omega3_g,0.1324,g,ANSES - Table Ciqual 2025,2025-11-03
10048,calcium_mg,22,mg,ANSES - Table Ciqual 2025,2025-11-03
10048,omega3_g,0.3214,g,ANSES - Table Ciqual 2025,2025-11-03
10074,iodine_ug,67,µg,ANSES - Table Ciqual 2025,2025-11-03
10074,vitamin_d_ug,4.3,µg,ANSES - Table Ciqual 2025,2025-11-03
10074,omega3_g,0.35,g,ANSES - Table Ciqual 2025,2025-11-03
34500,calcium_mg,18.5,mg,ANSES - Table Ciqual 2025,2025-11-03
34500,iron_mg,2.58,mg,ANSES - Table Ciqual 2025,2025-11-03
34500,iodine_ug,6,µg,ANSES - Table Ciqual 2025,2025-11-03
34500,magnesium_mg,21.5,mg,ANSES - Table Ciqual 2025,2025-11-03
34500,potassium_mg,302,mg,ANSES - Table Ciqual 2025,2025-11-03
34500,zinc_mg,1.5,mg,ANSES - Table Ciqual 2025,2025-11-03
34500,vitamin_d_ug,0.35,µg,ANSES - Table Ciqual 2025,2025-11-03
34500,vitamin_c_mg,5,mg,ANSES - Table Ciqual 2025,2025-11-03
34500,vitamin_b12_ug,0.4,µg,ANSES - Table Ciqual 2025,2025-11-03
34500,omega3_g,0.034,g,ANSES - Table Ciqual 2025,2025-11-03
8059,omega3_g,1.18,g,ANSES - Table Ciqual 2025,2025-11-03
8080,calcium_mg,26,mg,ANSES - Table Ciqual 2025,2025-11-03
8080,iron_mg,0.55,mg,ANSES - Table Ciqual 2025,2025-11-03
8080,magnesium_mg,22,mg,ANSES - Table Ciqual 2025,2025-11-03
8080,potassium_mg,200,mg,ANSES - Table Ciqual 2025,2025-11-03
8080,selenium_ug,30,µg,ANSES - Table Ciqual 2025,2025-11-03
8080,zinc_mg,0.39,mg,ANSES - Table Ciqual 2025,2025-11-03
8080,vitamin_d_ug,2.58,µg,ANSES - Table Ciqual 2025,2025-11-03
8080,vitamin_b12_ug,3.57,µg,ANSES - Table Ciqual 2025,2025-11-03
8080,omega3_g,2.01,g,ANSES - Table Ciqual 2025,2025-11-03
8081,calcium_mg,14,mg,ANSES - Table Ciqual 2025,2025-11-03
8081,iron_mg,0.4,mg,ANSES - Table Ciqual 2025,2025-11-03
8081,iodine_ug,10,µg,ANSES - Table Ciqual 2025,2025-11-03
8081,magnesium_mg,21,mg,ANSES - Table Ciqual 2025,2025-11-03
8081,potassium_mg,222,mg,ANSES - Table Ciqual 2025,2025-11-03
8081,selenium_ug,20,µg,ANSES - Table Ciqual 2025,2025-11-03
8081,zinc_mg,0.4,mg,ANSES - Table Ciqual 2025,2025-11-03
8081,vitamin_d_ug,2.5,µg,ANSES - Table Ciqual 2025,2025-11-03
8081,vitamin_b12_ug,2.15,µg,ANSES - Table Ciqual 2025,2025-11-03
8081,omega3_g,2.67,g,ANSES - Table Ciqual 2025,2025-11-03
8082,calcium_mg,18.4,mg,ANSES - Table Ciqual 2025,2025-11-03
8082,iron_mg,0.7,mg,ANSES - Table Ciqual 2025,2025-11-03
8082,iodine_ug,6,µg,ANSES - Table Ciqual 2025,2025-11-03
8082,magnesium_mg,25.5,mg,ANSES - Table Ciqual 2025,2025-11-03
8082,potassium_mg,202,mg,ANSES - Table Ciqual 2025,2025-11-03
8082,selenium_ug,8,µg,ANSES - Table Ciqual 2025,2025-11-03
8082,zinc_mg,0.5,mg,ANSES - Table Ciqual 2025,2025-11-03
8082,vitamin_d_ug,1.2,µg,ANSES - Table Ciqual 2025,2025-11-03
8082,vitamin_b12_ug,2.6,µg,ANSES - Table Ciqual 2025,2025-11-03
8082,omega3_g,1.5,g,ANSES - Table Ciqual 2025,2025-11-03
8291,calcium_mg,36,mg,ANSES - Table Ciqual 2025,2025-11-03
8292,calcium_mg,30.5,mg,ANSES - Table Ciqual 2025,2025-11-03
8292,iron_mg,0.4,mg,ANSES - Table Ciqual 2025,2025-11-03
8292,iodine_ug,25,µg,ANSES - Table Ciqual 2025,2025-11-03
8292,magnesium_mg,19,mg,ANSES - Table Ciqual 2025,2025-11-03
8292,potassium_mg,210,mg,ANSES - Table Ciqual 2025,2025-11-03
8292,selenium_ug,13,µg,ANSES - Table Ciqual 2025,2025-11-03
8292,zinc_mg,0.4,mg,ANSES - Table Ciqual 2025,2025-11-03
8292,vitamin_d_ug,1.2,µg,ANSES - Table Ciqual 2025,2025-11-03
8292,vitamin_b12_ug,1.05,µg,ANSES - Table Ciqual 2025,2025-11-03
8292,omega3_g,1.5,g,ANSES - Table Ciqual 2025,2025-11-03
8293,calcium_mg,8.5,mg,ANSES - Table Ciqual 2025,2025-11-03
8293,iron_mg,0.4,mg,ANSES - Table Ciqual 2025,2025-11-03
8293,iodine_ug,10,µg,ANSES - Table Ciqual 2025,2025-11-03
8293,magnesium_mg,6.6,mg,ANSES - Table Ciqual 2025,2025-11-03
8293,potassium_mg,80.9,mg,ANSES - Table Ciqual 2025,2025-11-03
8293,zinc_mg,0.7,mg,ANSES - Table Ciqual 2025,2025-11-03
8293,vitamin_d_ug,0.96,µg,ANSES - Table Ciqual 2025,2025-11-03
8293,vitamin_b12_ug,2.7,µg,ANSES - Table Ciqual 2025,2025-11-03
8293,omega3_g,5.05,g,ANSES - Table Ciqual 2025,2025-11-03
10002,calcium_mg,32.1,mg,ANSES - Table Ciqual 2025,2025-11-03
10002,iodine_ug,18.8,µg,ANSES - Table Ciqual 2025,2025-11-03
10002,magnesium_mg,20.4,mg,ANSES - Table Ciqual 2025,2025-11-03
10002,potassium_mg,88.8,mg,ANSES - Table Ciqual 2025,2025-11-03
10002,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
10002,vitamin_b12_ug,1.2,µg,ANSES - Table Ciqual 2025,2025-11-03
10002,omega3_g,0.173,g,ANSES - Table Ciqual 2025,2025-11-03
10005,calcium_mg,120,mg,ANSES - Table Ciqual 2025,2025-11-03
10005,iron_mg,3.15,mg,ANSES - Table Ciqual 2025,2025-11-03
10005,iodine_ug,60,µg,ANSES - Table Ciqual 2025,2025-11-03
10005,magnesium_mg,32,mg,ANSES - Table Ciqual 2025,2025-11-03
10005,potassium_mg,105,mg,ANSES - Table Ciqual 2025,2025-11-03
10005,selenium_ug,48.9,µg,ANSES - Table Ciqual 2025,2025-11-03
10005,zinc_mg,8.8,mg,ANSES - Table Ciqual 2025,2025-11-03
10005,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
10005,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
10005,vitamin_b12_ug,13.5,µg,ANSES - Table Ciqual 2025,2025-11-03
10005,omega3_g,0.3384,g,ANSES - Table Ciqual 2025,2025-11-03
10012,iron_mg,1.7,mg,ANSES - Table Ciqual 2025,2025-11-03
10012,iodine_ug,41,µg,ANSES - Table Ciqual 2025,2025-11-03
10012,magnesium_mg,24,mg,ANSES - Table Ciqual 2025,2025-11-03
10012,potassium_mg,130,mg,ANSES - Table Ciqual 2025,2025-11-03
10012,selenium_ug,17,µg,ANSES - Table Ciqual 2025,2025-11-03
10012,zinc_mg,0.6,mg,ANSES - Table Ciqual 2025,2025-11-03
10012,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
10012,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
10012,vitamin_b12_ug,1,µg,ANSES - Table Ciqual 2025,2025-11-03
10012,omega3_g,0.3,g,ANSES - Table Ciqual 2025,2025-11-03
10023,calcium_mg,77,mg,ANSES - Table Ciqual 2025,2025-11-03
10023,iron_mg,1,mg,ANSES - Table Ciqual 2025,2025-11-03
10023,iodine_ug,22,µg,ANSES - Table Ciqual 2025,2025-11-03
10023,magnesium_mg,18.1,mg,ANSES - Table Ciqual 2025,2025-11-03
10023,potassium_mg,102,mg,ANSES - Table Ciqual 2025,2025-11-03
10023,selenium_ug,41.7,µg,ANSES - Table Ciqual 2025,2025-11-03
10023,zinc_mg,0.5,mg,ANSES - Table Ciqual 2025,2025-11-03
10023,omega3_g,0.111,g,ANSES - Table Ciqual 2025,2025-11-03
10028,calcium_mg,57,mg,ANSES - Table Ciqual 2025,2025-11-03
10028,iron_mg,8.44,mg,ANSES - Table Ciqual 2025,2025-11-03
10028,iodine_ug,189,µg,ANSES - Table Ciqual 2025,2025-11-03
10028,magnesium_mg,42,mg,ANSES - Table Ciqual 2025,2025-11-03
10028,potassium_mg,98,mg,ANSES - Table Ciqual 2025,2025-11-03
10028,selenium_ug,57.2,µg,ANSES - Table Ciqual 2025,2025-11-03
10028,zinc_mg,3.56,mg,ANSES - Table Ciqual 2025,2025-11-03
10028,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
10028,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
10028,vitamin_b12_ug,10.2,µg,ANSES - Table Ciqual 2025,2025-11-03
10028,omega3_g,0.92,g,ANSES - Table Ciqual 2025,2025-11-03
10042,iron_mg,2.5,mg,ANSES - Table Ciqual 2025,2025-11-03
10042,magnesium_mg,35,mg,ANSES - Table Ciqual 2025,2025-11-03
10042,potassium_mg,89,mg,ANSES - Table Ciqual 2025,2025-11-03
10042,zinc_mg,1.2,mg,ANSES - Table Ciqual 2025,2025-11-03
10042,vitamin_b12_ug,0.26,µg,ANSES - Table Ciqual 2025,2025-11-03
10042,omega3_g,0.131,g,ANSES - Table Ciqual 2025,2025-11-03
10081,omega3_g,0.0061,g,ANSES - Table Ciqual 2025,2025-11-03
25433,calcium_mg,55.3,mg,ANSES - Table Ciqual 2025,2025-11-03
25433,iron_mg,1.1,mg,ANSES - Table Ciqual 2025,2025-11-03
25433,iodine_ug,20,µg,ANSES - Table Ciqual 2025,2025-11-03
25433,magnesium_mg,18,mg,ANSES - Table Ciqual 2025,2025-11-03
25433,potassium_mg,216,mg,ANSES - Table Ciqual 2025,2025-11-03
25433,selenium_ug,18,µg,ANSES - Table Ciqual 2025,2025-11-03
25433,zinc_mg,0.8,mg,ANSES - Table Ciqual 2025,2025-11-03
25433,vitamin_c_mg,0.5,mg,ANSES - Table Ciqual 2025,2025-11-03
25433,vitamin_b12_ug,0.43,µg,ANSES - Table Ciqual 2025,2025-11-03
25433,omega3_g,0.0275,g,ANSES - Table Ciqual 2025,2025-11-03
25537,calcium_mg,14.9,mg,ANSES - Table Ciqual 2025,2025-11-03
25537,iron_mg,0.64,mg,ANSES - Table Ciqual 2025,2025-11-03
25537,iodine_ug,37.9,µg,ANSES - Table Ciqual 2025,2025-11-03
25537,magnesium_mg,24.7,mg,ANSES - Table Ciqual 2025,2025-11-03
25537,potassium_mg,279,mg,ANSES - Table Ciqual 2025,2025-11-03
25537,selenium_ug,19.5,µg,ANSES - Table Ciqual 2025,2025-11-03
25537,zinc_mg,0.55,mg,ANSES - Table Ciqual 2025,2025-11-03
25537,vitamin_d_ug,4.23,µg,ANSES - Table Ciqual 2025,2025-11-03
25537,vitamin_c_mg,4.21,mg,ANSES - Table Ciqual 2025,2025-11-03
25537,vitamin_b12_ug,4.33,µg,ANSES - Table Ciqual 2025,2025-11-03
25537,omega3_g,0.97,g,ANSES - Table Ciqual 2025,2025-11-03
25994,calcium_mg,34.6,mg,ANSES - Table Ciqual 2025,2025-11-03
25994,iron_mg,1.1,mg,ANSES - Table Ciqual 2025,2025-11-03
25994,magnesium_mg,31.9,mg,ANSES - Table Ciqual 2025,2025-11-03
25994,potassium_mg,282,mg,ANSES - Table Ciqual 2025,2025-11-03
25994,selenium_ug,43.4,µg,ANSES - Table Ciqual 2025,2025-11-03
25994,zinc_mg,1,mg,ANSES - Table Ciqual 2025,2025-11-03
25994,vitamin_d_ug,9.35,µg,ANSES - Table Ciqual 2025,2025-11-03
25994,vitamin_b9_ug,7.55,µg,ANSES - Table Ciqual 2025,2025-11-03
25994,vitamin_b12_ug,7.2,µg,ANSES - Table Ciqual 2025,2025-11-03
25994,omega3_g,3.23,g,ANSES - Table Ciqual 2025,2025-11-03
25998,calcium_mg,62,mg,ANSES - Table Ciqual 2025,2025-11-03
25998,iron_mg,0.7,mg,ANSES - Table Ciqual 2025,2025-11-03
25998,magnesium_mg,39,mg,ANSES - Table Ciqual 2025,2025-11-03
25998,potassium_mg,380,mg,ANSES - Table Ciqual 2025,2025-11-03
25998,selenium_ug,30,µg,ANSES - Table Ciqual 2025,2025-11-03
25998,zinc_mg,0.51,mg,ANSES - Table Ciqual 2025,2025-11-03
25998,vitamin_d_ug,17.7,µg,ANSES - Table Ciqual 2025,2025-11-03
25998,vitamin_b12_ug,13.4,µg,ANSES - Table Ciqual 2025,2025-11-03
25998,omega3_g,1.12,g,ANSES - Table Ciqual 2025,2025-11-03
25999,omega3_g,0.054,g,ANSES - Table Ciqual 2025,2025-11-03
26002,calcium_mg,50,mg,ANSES - Table Ciqual 2025,2025-11-03
26002,iron_mg,0.52,mg,ANSES - Table Ciqual 2025,2025-11-03
26002,iodine_ug,22,µg,ANSES - Table Ciqual 2025,2025-11-03
26002,magnesium_mg,21.2,mg,ANSES - Table Ciqual 2025,2025-11-03
26002,potassium_mg,222,mg,ANSES - Table Ciqual 2025,2025-11-03
26002,selenium_ug,13,µg,ANSES - Table Ciqual 2025,2025-11-03
26002,zinc_mg,0.71,mg,ANSES - Table Ciqual 2025,2025-11-03
26002,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
26002,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
26002,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
26004,calcium_mg,11.6,mg,ANSES - Table Ciqual 2025,2025-11-03
26004,iron_mg,0.4,mg,ANSES - Table Ciqual 2025,2025-11-03
26004,iodine_ug,60,µg,ANSES - Table Ciqual 2025,2025-11-03
26004,magnesium_mg,3,mg,ANSES - Table Ciqual 2025,2025-11-03
26004,potassium_mg,68.4,mg,ANSES - Table Ciqual 2025,2025-11-03
26004,selenium_ug,8,µg,ANSES - Table Ciqual 2025,2025-11-03
26004,zinc_mg,0.8,mg,ANSES - Table Ciqual 2025,2025-11-03
26004,vitamin_d_ug,2.65,µg,ANSES - Table Ciqual 2025,2025-11-03
26004,vitamin_b12_ug,5.45,µg,ANSES - Table Ciqual 2025,2025-11-03
26004,omega3_g,1.508,g,ANSES - Table Ciqual 2025,2025-11-03
26005,iodine_ug,117,µg,ANSES - Table Ciqual 2025,2025-11-03
26005,selenium_ug,8,µg,ANSES - Table Ciqual 2025,2025-11-03
26005,zinc_mg,0.8,mg,ANSES - Table Ciqual 2025,2025-11-03
26005,vitamin_b12_ug,5.45,µg,ANSES - Table Ciqual 2025,2025-11-03
26005,omega3_g,3.13,g,ANSES - Table Ciqual 2025,2025-11-03
26010,calcium_mg,77,mg,ANSES - Table Ciqual 2025,2025-11-03
26010,iron_mg,1.22,mg,ANSES - Table Ciqual 2025,2025-11-03
26010,iodine_ug,47,µg,ANSES - Table Ciqual 2025,2025-11-03
26010,magnesium_mg,8,mg,ANSES - Table Ciqual 2025,2025-11-03
26010,potassium_mg,69,mg,ANSES - Table Ciqual 2025,2025-11-03
26010,selenium_ug,46,µg,ANSES - Table Ciqual 2025,2025-11-03
26010,zinc_mg,0.53,mg,ANSES - Table Ciqual 2025,2025-11-03
26010,vitamin_d_ug,13.2,µg,ANSES - Table Ciqual 2025,2025-11-03
26010,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
26010,vitamin_b12_ug,4.27,µg,ANSES - Table Ciqual 2025,2025-11-03
26010,omega3_g,1.48,g,ANSES - Table Ciqual 2025,2025-11-03
26013,calcium_mg,62.4,mg,ANSES - Table Ciqual 2025,2025-11-03
26013,iron_mg,1,mg,ANSES - Table Ciqual 2025,2025-11-03
26013,iodine_ug,40,µg,ANSES - Table Ciqual 2025,2025-11-03
26013,magnesium_mg,34.8,mg,ANSES - Table Ciqual 2025,2025-11-03
26013,potassium_mg,226,mg,ANSES - Table Ciqual 2025,2025-11-03
26013,selenium_ug,28,µg,ANSES - Table Ciqual 2025,2025-11-03
26013,zinc_mg,0.6,mg,ANSES - Table Ciqual 2025,2025-11-03
26013,vitamin_d_ug,22,µg,ANSES - Table Ciqual 2025,2025-11-03
26013,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
26013,vitamin_b12_ug,11.8,µg,ANSES - Table Ciqual 2025,2025-11-03
26013,omega3_g,4.21,g,ANSES - Table Ciqual 2025,2025-11-03
26016,iodine_ug,25,µg,ANSES - Table Ciqual 2025,2025-11-03
26016,selenium_ug,73,µg,ANSES - Table Ciqual 2025,2025-11-03
26016,zinc_mg,0.5,mg,ANSES - Table Ciqual 2025,2025-11-03
26016,vitamin_b12_ug,1,µg,ANSES - Table Ciqual 2025,2025-11-03
26016,omega3_g,0.169,g,ANSES - Table Ciqual 2025,2025-11-03
26027,calcium_mg,250,mg,ANSES - Table Ciqual 2025,2025-11-03
26027,iron_mg,2.5,mg,ANSES - Table Ciqual 2025,2025-11-03
26027,iodine_ug,64,µg,ANSES - Table Ciqual 2025,2025-11-03
26027,magnesium_mg,29,mg,ANSES - Table Ciqual 2025,2025-11-03
26027,potassium_mg,310,mg,ANSES - Table Ciqual 2025,2025-11-03
26027,selenium_ug,30,µg,ANSES - Table Ciqual 2025,2025-11-03
26027,zinc_mg,1.3,mg,ANSES - Table Ciqual 2025,2025-11-03
26027,vitamin_d_ug,14,µg,ANSES - Table Ciqual 2025,2025-11-03
26027,vitamin_b12_ug,13,µg,ANSES - Table Ciqual 2025,2025-11-03
26027,omega3_g,3.21,g,ANSES - Table Ciqual 2025,2025-11-03
26028,calcium_mg,31.1,mg,ANSES - Table Ciqual 2025,2025-11-03
26028,iron_mg,0.7,mg,ANSES - Table Ciqual 2025,2025-11-03
26028,iodine_ug,48.7,µg,ANSES - Table Ciqual 2025,2025-11-03
26028,magnesium_mg,22.3,mg,ANSES - Table Ciqual 2025,2025-11-03
26028,potassium_mg,259,mg,ANSES - Table Ciqual 2025,2025-11-03
26028,selenium_ug,2.13,µg,ANSES - Table Ciqual 2025,2025-11-03
26028,zinc_mg,0.41,mg,ANSES - Table Ciqual 2025,2025-11-03
26028,vitamin_b12_ug,1.54,µg,ANSES - Table Ciqual 2025,2025-11-03
26028,omega3_g,0.367,g,ANSES - Table Ciqual 2025,2025-11-03
26029,calcium_mg,68.7,mg,ANSES - Table Ciqual 2025,2025-11-03
26029,iron_mg,0.96,mg,ANSES - Table Ciqual 2025,2025-11-03
26029,iodine_ug,110,µg,ANSES - Table Ciqual 2025,2025-11-03
26029,magnesium_mg,29,mg,ANSES - Table Ciqual 2025,2025-11-03
26029,potassium_mg,322,mg,ANSES - Table Ciqual 2025,2025-11-03
26029,zinc_mg,0.53,mg,ANSES - Table Ciqual 2025,2025-11-03
26029,vitamin_b12_ug,1,µg,ANSES - Table Ciqual 2025,2025-11-03
26029,omega3_g,0.292,g,ANSES - Table Ciqual 2025,2025-11-03
26030,calcium_mg,15.1,mg,ANSES - Table Ciqual 2025,2025-11-03
26030,iron_mg,0.44,mg,ANSES - Table Ciqual 2025,2025-11-03
26030,iodine_ug,5,µg,ANSES - Table Ciqual 2025,2025-11-03
26030,magnesium_mg,32.4,mg,ANSES - Table Ciqual 2025,2025-11-03
26030,potassium_mg,286,mg,ANSES - Table Ciqual 2025,2025-11-03
26030,selenium_ug,6.24,µg,ANSES - Table Ciqual 2025,2025-11-03
26030,zinc_mg,0.39,mg,ANSES - Table Ciqual 2025,2025-11-03
26030,vitamin_b12_ug,1.95,µg,ANSES - Table Ciqual 2025,2025-11-03
26030,omega3_g,0.451,g,ANSES - Table Ciqual 2025,2025-11-03
26034,calcium_mg,333,mg,ANSES - Table Ciqual 2025,2025-11-03
26034,iron_mg,1.97,mg,ANSES - Table Ciqual 2025,2025-11-03
26034,iodine_ug,80.1,µg,ANSES - Table Ciqual 2025,2025-11-03
26034,magnesium_mg,38.5,mg,ANSES - Table Ciqual 2025,2025-11-03
26034,potassium_mg,368,mg,ANSES - Table Ciqual 2025,2025-11-03
26034,selenium_ug,35,µg,ANSES - Table Ciqual 2025,2025-11-03
26034,zinc_mg,1.89,mg,ANSES - Table Ciqual 2025,2025-11-03
26034,vitamin_d_ug,7.56,µg,ANSES - Table Ciqual 2025,2025-11-03
26034,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
26034,vitamin_b12_ug,13.6,µg,ANSES - Table Ciqual 2025,2025-11-03
26034,omega3_g,1.85,g,ANSES - Table Ciqual 2025,2025-11-03
26035,calcium_mg,378,mg,ANSES - Table Ciqual 2025,2025-11-03
26035,iron_mg,2.6,mg,ANSES - Table Ciqual 2025,2025-11-03
26035,iodine_ug,45.1,µg,ANSES - Table Ciqual 2025,2025-11-03
26035,magnesium_mg,32.5,mg,ANSES - Table Ciqual 2025,2025-11-03
26035,potassium_mg,393,mg,ANSES - Table Ciqual 2025,2025-11-03
26035,selenium_ug,37.7,µg,ANSES - Table Ciqual 2025,2025-11-03
26035,zinc_mg,1.8,mg,ANSES - Table Ciqual 2025,2025-11-03
26035,vitamin_d_ug,12.5,µg,ANSES - Table Ciqual 2025,2025-11-03
26035,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
26035,vitamin_b12_ug,9.88,µg,ANSES - Table Ciqual 2025,2025-11-03
26035,omega3_g,3,g,ANSES - Table Ciqual 2025,2025-11-03
26037,calcium_mg,5.97,mg,ANSES - Table Ciqual 2025,2025-11-03
26037,iron_mg,0.16,mg,ANSES - Table Ciqual 2025,2025-11-03
26037,iodine_ug,40,µg,ANSES - Table Ciqual 2025,2025-11-03
26037,magnesium_mg,38.3,mg,ANSES - Table Ciqual 2025,2025-11-03
26037,potassium_mg,551,mg,ANSES - Table Ciqual 2025,2025-11-03
26037,zinc_mg,0.24,mg,ANSES - Table Ciqual 2025,2025-11-03
26037,vitamin_d_ug,5.45,µg,ANSES - Table Ciqual 2025,2025-11-03
26037,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
26037,vitamin_b12_ug,3.35,µg,ANSES - Table Ciqual 2025,2025-11-03
26037,omega3_g,1.67,g,ANSES - Table Ciqual 2025,2025-11-03
26039,calcium_mg,6.26,mg,ANSES - Table Ciqual 2025,2025-11-03
26039,iron_mg,0.76,mg,ANSES - Table Ciqual 2025,2025-11-03
26039,iodine_ug,16,µg,ANSES - Table Ciqual 2025,2025-11-03
26039,magnesium_mg,24,mg,ANSES - Table Ciqual 2025,2025-11-03
26039,potassium_mg,207,mg,ANSES - Table Ciqual 2025,2025-11-03
26039,selenium_ug,305,µg,ANSES - Table Ciqual 2025,2025-11-03
26039,zinc_mg,0.45,mg,ANSES - Table Ciqual 2025,2025-11-03
26039,vitamin_d_ug,5.08,µg,ANSES - Table Ciqual 2025,2025-11-03
26039,vitamin_b12_ug,2.53,µg,ANSES - Table Ciqual 2025,2025-11-03
26039,omega3_g,1.082,g,ANSES - Table Ciqual 2025,2025-11-03
